50,22186633
50,23712499
50,25946542
51,230261724
51,242041841
51,254753927
52,3472300
52,4753317
52,5093866
53,2452309
53,2521083
53,2714006
54,48240308
54,48719568
54,48943563
55,3021647
55,3155165
55,3305184
56,200141379
56,204548397
56,240023691
57,8853004
57,9298050
57,9877195
58,2537250
58,2715256
58,2831900
59,12664834
59,12915748
59,13767218
60,86027465
60,89461888
60,96260239
61,2615244
61,2684950
61,3049476
62,109505510
62,71662744
62,77716429
63,18837368
63,20043507
63,20471005
64,10663885
64,11093587
64,11503511
65,149098690
65,155866176
65,161002618
66,18884118
66,23195902
66,30383324
67,3083076
67,3360363
67,3617219
68,47288989
68,49561540
68,51490761
69,23226832
69,24331001
69,24508045
70,1693863
70,1736597
70,1757768
71,34141341
71,36765426
71,36852937
72,1086043
72,1189907
72,993567
73,2908208
73,3147910
73,4082914
74,38724408
74,39009612
74,40486354
75,111915312
75,152396769
75,195165066
76,194080224
76,209446336
76,209827410
77,42757252
77,43542376
77,47162879
78,155210077
78,159817194
78,160745031
79,346136341
79,359525628
79,367154248
80,1585156
80,1613642
80,1622407
81,86710809
81,86952324
81,87275472
82,1188270
82,1210189
82,1280818
83,10427527
83,10639968
83,10698213
84,100832360
84,87742881
84,90215942
85,15880011
85,15955203
85,19822543
86,3007339
86,3377247
86,3406550
87,16696167
87,17377328
87,17998057
88,5186886
88,5201806
88,5532830
89,110812256
89,111860256
89,116055016
90,276014522
90,282966759
90,294903252
91,62594718
91,62864339
91,63730283
92,242247653
92,242592525
92,244503113
93,62705275
93,62940104
93,64716764
94,41287676
94,41883897
94,44329896
95,130876444
95,130959409
95,146610945
96,180055057
96,182975482
96,185109444
97,87518352
97,90240580
97,91824137
98,17543744
98,17748276
98,18127604
99,1519176
99,1565165
99,1572827
