75,13248044
75,19627751
75,25575229
76,2149610
76,4904823
76,5925763
77,212495080
77,243831927
77,314449950
78,105881319
78,109736644
78,29021233
79,11020561653
79,11100371072
79,9147908303
80,6065144
80,6147743
80,6795065
81,52954776
81,67508151
81,77810369
82,34200157
82,35756278
82,37962145
83,112963567
83,76968366
83,94732149
84,10825315091
84,14663811045
84,3205297742
85,59952406
85,93401165
85,94903842
86,528268287
86,678222564
86,683163940
87,33900335
87,38267891
87,41405433
88,35623490809
88,36154141433
88,43620523260
89,4028757
89,4121256
89,5312185
90,1494600774
90,1495140344
90,1734147577
91,198317844
91,214862985
91,225483170
92,29820193
92,38540643
92,44600972
93,15181433
93,16448299
93,20077013
94,3824404
94,4081361
94,814891
95,188552178
95,210571513
95,251811213
96,730404449
96,933268529
96,992030640
97,581380477
97,663050439
97,963018774
98,105644549
98,184611497
98,264842467
99,12650092
99,7015923
99,7137270
