50,13808627
50,20595845
50,23491823
51,5326973496
51,6292631423
51,6358738676
52,1120596
52,1276611
52,1398527
53,1648240
53,1841316
53,4302088
54,12136227
54,16842579
54,29242890
55,5598839
55,6576087
55,7193027
56,1316381878
56,472727188
56,944411779
57,169646163
57,191884138
57,323383780
58,2154177
58,5840379
58,6664684
59,10144003
59,10358405
59,8593163
60,266971185
60,267307192
60,410714964
61,1146390
61,1508336
61,974743
62,153270569
62,205434014
62,205976637
63,123573552
63,130156094
63,267867202
64,29198676
64,50764680
64,77285434
65,151339580
65,197182221
65,223400633
66,106379365
66,120811351
66,43175666
67,13235959
67,20417376
67,56524643
68,18646781
68,32293533
68,35687470
69,27232735
69,28136298
69,35856809
70,342402
70,381035
70,422650
71,20189885
71,27067918
71,28190491
72,204019
72,384138
72,587294
73,12369724
73,3462291
73,6687538
74,143903704
74,209573048
74,86760695
75,20558411
75,24833401
75,36805055
76,154408502
76,167128798
76,71018835
77,301337573
77,383250688
77,412161454
78,1173799697
78,564751313
78,800264776
79,220204762
79,462523326
79,473792807
80,1086947
80,1111430
80,923882
81,1053657412
81,414742317
81,735152819
82,1324338
82,1870616
82,2324309
83,10075222
83,14837088
83,9113067
84,295219217
84,357204857
84,415978428
85,11739621
85,15497647
85,9476771
86,10344082
86,7262061
86,8184581
87,4216409
87,4326818
87,5352538
88,2003342
88,2610671
88,4532044
89,543435520
89,569378285
89,793009891
90,1133058396
90,367617943
90,448992638
91,225493779
91,381016753
91,87154413
92,142924215
92,160648632
92,77706188
93,107219647
93,131040994
93,74032315
94,402395126
94,465642971
94,596556856
95,1939324955
95,3053310575
95,3293137131
96,1060421164
96,1068923695
96,1175237651
97,202097029
97,76270106
97,80576536
98,23666594
98,24263109
98,27717006
99,130765
99,154271
99,168606
