2.0,1538767
2.25,1388746
2.5,397273
2.75,556651
3.0,7060382
3.25,379027
3.5,1471428
3.75,9243399
4.0,1575594
4.25,5985281
4.5,5014199
4.75,2021750
5.0,40933112
5.25,6594136
5.5,39324819
5.75,58943663
6.0,2313144460
6.25,4781770
6.5,108269876
6.75,367556633
7.0,6290602
7.25,12900254
7.5,95555641
7.75,12794230
8.0,829831568
8.25,57502281
8.5,245097347
8.75,704068482
9.0,35776256
9.25,550539582
9.5,349665805
9.75,11438998661
10.0,159862579
10.25,21335653751
10.5,16502951
10.75,13461533449
11.0,4211141517
11.25,166307838
11.5,39424364
11.75,132806986
12.0,2314951701
12.25,122512906
12.5,750660545
12.75,246468583
13.0,52415101664
13.25,52359818831
13.5,27735832755
13.75,46127138394
14.0,509341002
14.25,3704359061
14.5,14110594006
14.75,954343460
15.0,8171904456
15.25,2742589051
15.5,110671278143
15.75,28747539872
