gameFC50,7947936
gameFC51,2102270110
gameFC52,21435306
gameFC53,52478968
gameFC54,29525971
gameFC55,19062783
gameFC56,90458478
gameFC57,125098587
gameFC58,8344772
gameFC59,1368983558
gameFC60,89705685
gameFC61,26932500
gameFC62,45243234
gameFC63,415650398
gameFC64,52409297
gameFC65,8626882
gameFC66,346140575
gameFC67,235257684
gameFC68,38895732
gameFC69,49292778
gameFC70,122633206
gameFC71,525518799
gameFC72,228350475
gameFC73,514509600
gameFC74,1545797372
gameFC75,151181562
gameFC76,696055037
gameFC77,74307921
gameFC78,248370511
gameFC79,117523147
gameFC80,280451707
gameFC81,4313903
gameFC82,1146391157
gameFC83,7128707
gameFC84,18557046
gameFC85,1322916844
gameFC86,23430412
gameFC87,398368106
gameFC88,46309302
gameFC89,40915599
gameFC90,9826776
gameFC91,110147824
gameFC92,1283819582
gameFC93,57862590
gameFC94,65924936
gameFC95,26336967
gameFC96,27596848
gameFC97,41449876
gameFC98,89035627
gameFC99,29540283
