gameBC50,32023809
gameBC51,11419013211
gameBC52,51327673
gameBC53,45373698
gameBC54,26977132
gameBC55,24216062
gameBC56,275115741
gameBC57,208822934
gameBC58,10925123
gameBC59,4251556174
gameBC60,250403487
gameBC61,34403297
gameBC62,56412139
gameBC63,279235813
gameBC64,41198713
gameBC65,13894432
gameBC66,915339403
gameBC67,124711106
gameBC68,15344224
gameBC69,72476147
gameBC70,154123925
gameBC71,1157588957
gameBC72,232967063
gameBC73,764275634
gameBC74,1610268368
gameBC75,105731581
gameBC76,142516056
gameBC77,41311868
gameBC78,95974837
gameBC79,33244899
gameBC80,334455362
gameBC81,2941854
gameBC82,1007767866
gameBC83,2249343
gameBC84,14456567
gameBC85,1999765393
gameBC86,16294075
gameBC87,481548228
gameBC88,2450855
gameBC89,8144197
gameBC90,5846741
gameBC91,21629844
gameBC92,555926480
gameBC93,16006612
gameBC94,17582653
gameBC95,9563441
gameBC96,3973040
gameBC97,10053635
gameBC98,8733287
gameBC99,11895427
