50,135362033
51,37114927305
52,3409047
53,7283814
54,1670262453
55,78635768
56,17153985334
57,62038888
58,45695908
59,73307484
60,1671550569
61,44284777
62,810413904
63,673405897
64,64221201
65,13227069691
66,98544214
67,55949771
68,398622708
69,87268526
70,408592
71,281020599
72,951768
73,15412638
74,73971327
75,9798386
76,10732162612
77,413371941
78,6407769293
79,5470554660
80,5999003
81,1063593036
82,3203672
83,47147434
84,1218575473
85,3488327
86,25523141
87,17559120
88,4609721
89,594837855
90,5863378422
91,78077081
92,790793478
93,72808510
94,222219913
95,103348175
96,438409169
97,14583179
98,16186327
99,43466
50,200692363
51,93954150841
52,4484061
53,10992585
54,3785109453
55,81195372
56,15885110636
57,106939326
58,46996476
59,66098965
60,1037370520
61,47343002
62,385736614
63,600720464
64,24852818
65,9002500550
66,30259984
67,35210879
68,97369306
69,33332137
70,1019247
71,243616234
72,1111766
73,8567746
74,28256644
75,1396665
76,3511128935
77,91683859
78,2141834396
79,1281847449
80,3367123
81,241019711
82,1286789
83,19583566
84,279733505
85,4912336
86,14018757
87,2353829
88,1272726
89,78647224
90,1296344020
91,8449923
92,60059893
93,8330845
94,47843447
95,4871075
96,16973221
97,3288376
98,5675021
99,45707
50,30411701
51,2079058824
52,1899092
53,8634299
54,39927860
55,51745846
56,78389071
57,31689397
58,32055879
59,14083391
60,5963575
61,29680534
62,29427663
63,127371121
64,6433852
65,118757190
66,10763784
67,32088827
68,8207970
69,5009418
70,259005
71,9179291
72,184988
73,4683395
74,2693721
75,266035
76,50078993
77,12918694
78,61057056
79,9959440
80,3611490
81,12008958
82,1714712
83,17773642
84,15673699
85,463345
86,11490767
87,748539
88,770723
89,10615619
90,39175930
91,1540775
92,2786512
93,3993160
94,36186725
95,1118923
96,7881691
97,1340903
98,5233279
99,47058
