F50,67108770
F51,4616596950
F52,4198206
F53,18409513
F54,89020933
F55,109695779
F56,165624400
F57,64146092
F58,66994092
F59,28165294
F60,13456211
F61,67888845
F62,58128289
F63,272156430
F64,12426591
F65,252684493
F66,20384839
F67,67510055
F68,17059441
F69,10630526
F70,462138
F71,17257678
F72,357390
F73,8919211
F74,5878633
F75,477381
F76,107519546
F77,26964075
F78,131848542
F79,21577519
F80,7582190
F81,25396187
F82,3490513
F83,38346212
F84,33729355
F85,870044
F86,26258033
F87,1817754
F88,1481202
F89,24920607
F90,86082645
F91,3124603
F92,6006327
F93,8680698
F94,80273048
F95,2226007
F96,17177633
F97,2947895
F98,11496382
F99,72971

