gameBC50,180898318
gameBC51,44585318632
gameBC52,4612133
gameBC53,12528715
gameBC54,4029754304
gameBC55,31041572
gameBC56,57364661865
gameBC57,403244433
gameBC58,20100221
gameBC59,181219797
gameBC60,2574155564
gameBC61,15048987
gameBC62,1366868795
gameBC63,656590093
gameBC64,209410009
gameBC65,34586413066
gameBC66,200917906
gameBC67,128215815
gameBC68,1714732629
gameBC69,345025094
gameBC70,1920750
gameBC71,1114888032
gameBC72,1488406
gameBC73,26307823
gameBC74,821096000
gameBC75,127457789
gameBC76,10516574323
gameBC77,2005098058
gameBC78,2814107838
gameBC79,34854090447
gameBC80,7117689
gameBC81,3801636191
gameBC82,5680986
gameBC83,39211072
gameBC84,984320133
gameBC85,34801802
gameBC86,9686357
gameBC87,114719694
gameBC88,13526698
gameBC89,2358092650
gameBC90,2453153033
gameBC91,457599536
gameBC92,5767292467
gameBC93,277266074
gameBC94,194287913
gameBC95,1031525400
gameBC96,1006953426
gameBC97,306134439
gameBC98,6127614
gameBC99,19770
gameFC50,270824584
gameFC51,61392839784
gameFC52,4284938
gameFC53,14201930
gameFC54,7935809160
gameFC55,56676909
gameFC56,232684629
gameFC57,638597981
gameFC58,21033317
gameFC59,184539532
gameFC60,2397387574
gameFC61,1685734
gameFC62,1125623772
gameFC63,679047522
gameFC64,2873935
gameFC65,160100314
gameFC66,123322917
gameFC67,11267302
gameFC68,14983563
gameFC69,461775982
gameFC70,5687645
gameFC71,4391004
gameFC72,1560376
gameFC73,29228599
gameFC74,3844283
gameFC75,81336876
gameFC76,136949180
gameFC77,15475165
gameFC78,85814337
gameFC79,99705680
gameFC80,474639
gameFC81,24005830
gameFC82,330067
gameFC83,2552023
gameFC84,25819888
gameFC85,29810648
gameFC86,1470369
gameFC87,508817
gameFC88,393330
gameFC89,18330611
gameFC90,55964249
gameFC91,3551584
gameFC92,18880281
gameFC93,4071332
gameFC94,9750835
gameFC95,6219585
gameFC96,8668699
gameFC97,1708289
gameFC98,733912
gameFC99,21242
gameFF50,8991517
gameFF51,1519923001
gameFF52,2566054
gameFF53,6586647
gameFF54,14998889
gameFF55,9889905
gameFF56,4665786
gameFF57,96000758
gameFF58,8628376
gameFF59,524581
gameFF60,52824237
gameFF61,1135986
gameFF62,88488402
gameFF63,8065008
gameFF64,1343361
gameFF65,2723681
gameFF66,57976378
gameFF67,3015835
gameFF68,389100
gameFF69,373868
gameFF70,3497661
gameFF71,25153939
gameFF72,74457
gameFF73,7660511
gameFF74,459589
gameFF75,15473599
gameFF76,1201449
gameFF77,7320498
gameFF78,6647877
gameFF79,703446
gameFF80,949037
gameFF81,3411701
gameFF82,214155
gameFF83,1023931
gameFF84,2746023
gameFF85,119262
gameFF86,1614933
gameFF87,75399
gameFF88,212947
gameFF89,2461590
gameFF90,1559890
gameFF91,676914
gameFF92,291445
gameFF93,491662
gameFF94,4863327
gameFF95,2177530
gameFF96,1430675
gameFF97,308322
gameFF98,446318
gameFF99,20306
