50,20905717
51,99789962464
52,295229029
53,226813810
54,102760641
55,61759598
56,1006038207
57,1029544910
58,45694704
59,55360080656
60,858371204
61,116188403
62,118269382
63,587010523
64,77923266
65,47381053
66,3720076233
67,67601965
68,24468242
69,190546428
70,64753867
71,73496641
72,21405249
73,223348376
74,9911955532
75,60485292
76,406414
77,30402734
78,2447405
79,36629918
80,191546014
81,1964846
82,27962514
83,502981
84,7306342
85,10731357
86,5097212
87,38874845
88,312418
89,1659028
90,1582471
91,1675275
92,2458502
93,1944962
94,929327
95,363836
96,631120
97,642069
98,758872
99,875189
