2.0,2348458
2.25,2902567
2.5,1277929
2.75,1322573
3.0,2258321
3.25,573683
3.5,1592866
3.75,1074024
4.0,1246714
4.25,3953101
4.5,3315987
4.75,991203
5.0,2639893
5.25,2348003
5.5,5336340
5.75,6770864
6.0,3722354
6.25,1217468
6.5,1967965
6.75,3643114
7.0,1624517
7.25,1481051
7.5,1409988
7.75,1724534
8.0,6181395
8.25,3130761
8.5,3732697
8.75,4951618
9.0,2317672
9.25,4256602
9.5,6089713
9.75,7518627
10.0,3889302
10.25,5623036
10.5,1731465
10.75,8713679
11.0,8556716
11.25,5561564
11.5,4815343
11.75,5759282
12.0,8295555
12.25,6372578
12.5,21595398
12.75,10797121
13.0,35756249
13.25,85921009
13.5,22788833
13.75,34238522
14.0,24262727
14.25,69111176
14.5,161253008
14.75,54125483
15.0,101852290
15.25,40104211
15.5,109339547
15.75,122412531
