gameFC50,274567526
gameFC51,61373199745
gameFC52,5262970
gameFC53,16144248
gameFC54,8199812255
gameFC55,69912208
gameFC56,85266377227
gameFC57,668986269
gameFC58,38744534
gameFC59,228474868
gameFC60,2537350951
gameFC61,39224345
gameFC62,1167802433
gameFC63,871252657
gameFC64,127326602
gameFC65,36206830925
gameFC66,135311964
gameFC67,48141331
gameFC68,2769294629
gameFC69,515206055
gameFC70,6184226
gameFC71,760454210
gameFC72,2005073
gameFC73,31288203
gameFC74,455696804
gameFC75,104828134
gameFC76,55291592304
gameFC77,1672971172
gameFC78,19743058731
gameFC79,73895693024
gameFC80,9189286
gameFC81,5004756393
gameFC82,3551947
gameFC83,2812337
gameFC84,5355147737
gameFC85,35228082
gameFC86,24489446
gameFC87,53698860
gameFC88,21087372
gameFC89,3634315479
gameFC90,24584213900
gameFC91,498871206
gameFC92,13571079178
gameFC93,790804224
gameFC94,511252398
gameFC95,659727242
gameFC96,8689759
gameFC97,1697049
gameFC98,714234
gameFC99,21386
