50,134115221
51,9343895693
52,4751699
53,23414928
54,596248278
55,69013627
56,2601566566
57,81407788
58,41167840
59,48588163
60,86673604
61,44042146
62,276921593
63,432521275
64,25353502
65,2592790921
66,29396552
67,46417311
68,160569425
69,43433305
70,694694
71,66114718
72,387431
73,10769351
74,28102874
75,9883799
76,2326323546
77,143746540
78,1473697901
79,829334874
80,10683794
81,265531130
82,6763731
83,68374198
84,373221211
85,4104353
86,21095341
87,5654448
88,5123875
89,252185215
90,1906862930
91,29108550
92,258287784
93,96508631
94,250738963
95,43952630
96,395296555
97,62937372
98,40836075
99,235165
