game_scaleconfs_10a,722679
game_scaleconfs_10b,231097161
game_scaleconfs_10c,243033384
game_scaleconfs_10d,29924243
game_scaleconfs_11a,434041440
game_scaleconfs_11b,3149308056
game_scaleconfs_11c,1285247541
game_scaleconfs_11d,897980050
game_scaleconfs_12a,2320657970
game_scaleconfs_12b,2225623098
game_scaleconfs_12c,2026589542
game_scaleconfs_12d,713293170
game_scaleconfs_13a,515293047
game_scaleconfs_13b,8956995008
game_scaleconfs_13c,3770096448
game_scaleconfs_13d,4783667101
game_scaleconfs_14a,2839271657
game_scaleconfs_14b,7808098378
game_scaleconfs_14c,10876482065
game_scaleconfs_14d,5499840307
game_scaleconfs_15a,3527855989
game_scaleconfs_15b,30166484646
game_scaleconfs_15c,873245480
game_scaleconfs_15d,575248610
game_scaleconfs_2a,1882859
game_scaleconfs_2b,110206722
game_scaleconfs_2c,15831299
game_scaleconfs_2d,13897837
game_scaleconfs_3a,9176447
game_scaleconfs_3b,11492199
game_scaleconfs_3c,4107027
game_scaleconfs_3d,3170603
game_scaleconfs_4a,299825789
game_scaleconfs_4b,1013068
game_scaleconfs_4c,7745794
game_scaleconfs_4d,8555223
game_scaleconfs_5a,42207493
game_scaleconfs_5b,49808809
game_scaleconfs_5c,6225389
game_scaleconfs_5d,23657962
game_scaleconfs_6a,117397782
game_scaleconfs_6b,21402454
game_scaleconfs_6c,28919983
game_scaleconfs_6d,7317239
game_scaleconfs_7a,87090429
game_scaleconfs_7b,80915250
game_scaleconfs_7c,268902048
game_scaleconfs_7d,96730253
game_scaleconfs_8a,31400254
game_scaleconfs_8b,123890180
game_scaleconfs_8c,128349792
game_scaleconfs_8d,106542502
game_scaleconfs_9a,79682496
game_scaleconfs_9b,358639448
game_scaleconfs_9c,186155548
game_scaleconfs_9d,653197395
