gameBC50,14878152
gameBC51,635027967
gameBC52,1812557
gameBC53,3933443
gameBC54,21302016
gameBC55,23434004
gameBC56,184161757
gameBC57,10166885
gameBC58,22291865
gameBC59,7991232
gameBC60,95439202
gameBC61,10222136
gameBC62,40946242
gameBC63,54052435
gameBC64,11813020
gameBC65,109092313
gameBC66,22073240
gameBC67,20388727
gameBC68,9574311
gameBC69,7301371
gameBC70,510720
gameBC71,10297486
gameBC72,708381
gameBC73,7346981
gameBC74,12069513
gameBC75,1003137
gameBC76,81238346
gameBC77,25701581
gameBC78,75551546
gameBC79,31630139
gameBC80,3793724
gameBC81,22274602
gameBC82,1618390
gameBC83,5934094
gameBC84,24506935
gameBC85,1371901
gameBC86,14245556
gameBC87,1755667
gameBC88,1311036
gameBC89,19840556
gameBC90,46144960
gameBC91,8430734
gameBC92,10095696
gameBC93,8058427
gameBC94,31572339
gameBC95,12897789
gameBC96,15097387
gameBC97,8283368
gameBC98,3628238
gameBC99,115098
gameFC50,25890195
gameFC51,1084153339
gameFC52,1391321
gameFC53,7698380
gameFC54,38847590
gameFC55,26324860
gameFC56,90128759
gameFC57,31252605
gameFC58,15045082
gameFC59,3311520
gameFC60,69028446
gameFC61,22884820
gameFC62,31544409
gameFC63,49755665
gameFC64,4719581
gameFC65,52032270
gameFC66,6293506
gameFC67,19456710
gameFC68,4611486
gameFC69,6493639
gameFC70,520017
gameFC71,10258766
gameFC72,665787
gameFC73,12032434
gameFC74,4745994
gameFC75,688338
gameFC76,14503451
gameFC77,8817001
gameFC78,41012761
gameFC79,24231625
gameFC80,2397977
gameFC81,11123264
gameFC82,985647
gameFC83,3918994
gameFC84,8434906
gameFC85,3456489
gameFC86,14131923
gameFC87,594320
gameFC88,538526
gameFC89,11075856
gameFC90,41210882
gameFC91,2929052
gameFC92,9469752
gameFC93,2501938
gameFC94,20088180
gameFC95,3949902
gameFC96,11466848
gameFC97,1810657
gameFC98,3465380
gameFC99,112967
gameFF50,12957136
gameFF51,765899538
gameFF52,1121962
gameFF53,7273758
gameFF54,20880341
gameFF55,20920115
gameFF56,41890360
gameFF57,16585675
gameFF58,20091905
gameFF59,3035623
gameFF60,7459192
gameFF61,28704639
gameFF62,25962787
gameFF63,28814211
gameFF64,1656333
gameFF65,69093512
gameFF66,5682093
gameFF67,17283556
gameFF68,5750043
gameFF69,3474910
gameFF70,549254
gameFF71,4764433
gameFF72,271204
gameFF73,6708607
gameFF74,2873482
gameFF75,2065331
gameFF76,50991702
gameFF77,5155470
gameFF78,24319823
gameFF79,23688618
gameFF80,2892488
gameFF81,10688696
gameFF82,1597920
gameFF83,4738391
gameFF84,9447534
gameFF85,598084
gameFF86,7638356
gameFF87,705500
gameFF88,546790
gameFF89,6905147
gameFF90,22296071
gameFF91,2069261
gameFF92,9493458
gameFF93,2629692
gameFF94,18233022
gameFF95,3887407
gameFF96,13262426
gameFF97,2810213
gameFF98,3381813
gameFF99,136044
