50,420892527
51,27572326974
52,8493117
53,20603836
54,1820062170
55,116424002
56,6818054130
57,152332163
58,72735493
59,110421616
60,1293173118
61,68153455
62,554753817
63,762954768
64,53042922
65,5594930519
66,36767411
67,51269817
68,192865339
69,87789411
70,2835724
71,207624583
72,1446822
73,17618806
74,67377396
75,5127006
76,2816136694
77,220696102
78,2085753805
79,1189430678
80,7765884
81,403953604
82,3164580
83,68881758
84,552718294
85,13666980
86,26188807
87,7311722
88,6040884
89,316303413
90,2319834539
91,35780690
92,300939324
93,112089537
94,314739190
95,51415340
96,392095848
97,77036153
98,38558349
99,312622
