game_phi1PGs,51294935,1595.00,3494,382
game_phi2PGs,67004159,2329.00,3004,382
game_phi3PGs,227317782,7095.00,9156,382
game_phi4PGs,530462022,3795.62,6236,382
game_phi5PGs,182283705,5149.69,7096,382
game_phi6PGs,130074368,6975.88,9224,202
game_phi7PGs,244127171,3149.00,5285,382
game_phi8PGs,0,-nan,3902,1
game_phi9PGs,173340146,4970.25,5418,382
