gameFF50: 31017017
gameFF51: 590913133
gameFF52: 4719163
gameFF53: 3815831
gameFF54: 135245718
gameFF55: 10160663
gameFF56: 692722157
gameFF57: 27840281
gameFF58: 8272687
gameFF59: 30024717
gameFF60: 108380774
gameFF61: 9488327
gameFF62: 123232827
gameFF63: 70447197
gameFF64: 21674484
gameFF65: 556221638
gameFF66: 30870166
gameFF67: 10481368
gameFF68: 111824223
gameFF69: 52734942
gameFF70: 3807784
gameFF71: 84124562
gameFF72: 1028868
gameFF73: 8165561
gameFF74: 65129936
gameFF75: 203563429
gameFF76: 690364690
gameFF77: 140240221
gameFF78: 587011671
gameFF79: 1122933065
gameFF80: 3880530
gameFF81: 280221333
gameFF82: 2104950
gameFF83: 34131018
gameFF84: 292256897
gameFF85: 18273941
gameFF86: 9997263
gameFF87: 22658745
gameFF88: 11146951
gameFF89: 378968046
gameFF90: 972442132
gameFF91: 181779613
gameFF92: 685927856
gameFF93: 175677309
gameFF94: 151417787
gameFF95: 335616889
gameFF96: 568083062
gameFF97: 184401371
gameFF98: 52170906
gameFF99: 1085815
