game_scaleconfs_10a: 124207500
game_scaleconfs_10b: 31039306543
game_scaleconfs_10c: 30166836
game_scaleconfs_10d: 8019228783
game_scaleconfs_11a: 2837548451
game_scaleconfs_11b: 123436050
game_scaleconfs_11c: 60914666
game_scaleconfs_11d: 111798733
game_scaleconfs_12a: 3111775565
game_scaleconfs_12b: 209116113
game_scaleconfs_12c: 584160629
game_scaleconfs_12d: 193744241
game_scaleconfs_13a: 35438150725
game_scaleconfs_13b: 69412506047
game_scaleconfs_13c: 50077865490
game_scaleconfs_13d: 27055392409
game_scaleconfs_14a: 403672671
game_scaleconfs_14b: 2860536252
game_scaleconfs_14c: 37655061565
game_scaleconfs_14d: 786531295
game_scaleconfs_15a: 6134357818
game_scaleconfs_15b: 2955288551
game_scaleconfs_15c: 118306907779
game_scaleconfs_15d: 29027486125
game_scaleconfs_2a: 1222122
game_scaleconfs_2b: 1133871
game_scaleconfs_2c: 526085
game_scaleconfs_2d: 1256012
game_scaleconfs_3a: 10007389
game_scaleconfs_3b: 653871
game_scaleconfs_3c: 1128714
game_scaleconfs_3d: 6658314
game_scaleconfs_4a: 1222348
game_scaleconfs_4b: 4570886
game_scaleconfs_4c: 9554861
game_scaleconfs_4d: 2521594
game_scaleconfs_5a: 74045150
game_scaleconfs_5b: 8378165
game_scaleconfs_5c: 28951916
game_scaleconfs_5d: 45632530
game_scaleconfs_6a: 1884595558
game_scaleconfs_6b: 4029901
game_scaleconfs_6c: 176488428
game_scaleconfs_6d: 230247336
game_scaleconfs_7a: 6192419
game_scaleconfs_7b: 9909952
game_scaleconfs_7c: 155378584
game_scaleconfs_7d: 10296701
game_scaleconfs_8a: 876484578
game_scaleconfs_8b: 57978683
game_scaleconfs_8c: 172483793
game_scaleconfs_8d: 1186537532
game_scaleconfs_9a: 62054140
game_scaleconfs_9b: 450213645
game_scaleconfs_9c: 271981159
game_scaleconfs_9d: 6887116000
