gameFF50: 16051777
gameFF51: 2699311393
gameFF52: 4750665
gameFF53: 11729944
gameFF54: 27381117
gameFF55: 17821827
gameFF56: 8367160
gameFF57: 172178511
gameFF58: 15681837
gameFF59: 965944
gameFF60: 97159846
gameFF61: 2013982
gameFF62: 159211990
gameFF63: 14853610
gameFF64: 2381088
gameFF65: 4893444
gameFF66: 102953170
gameFF67: 5434409
gameFF68: 654971
gameFF69: 649209
gameFF70: 6107993
gameFF71: 45060216
gameFF72: 124965
gameFF73: 13510546
gameFF74: 833234
gameFF75: 28053668
gameFF76: 2147049
gameFF77: 10206745
gameFF78: 11624552
gameFF79: 1231761
gameFF80: 1705424
gameFF81: 6073124
gameFF82: 376114
gameFF83: 1787892
gameFF84: 5011102
gameFF85: 204405
gameFF86: 2788703
gameFF87: 128320
gameFF88: 364502
gameFF89: 4279299
gameFF90: 2772888
gameFF91: 1195567
gameFF92: 530294
gameFF93: 882986
gameFF94: 8239710
gameFF95: 3869381
gameFF96: 2551233
gameFF97: 550485
gameFF98: 826328
gameFF99: 31321
