gameFC50: 202771580
gameFC51: 85292257449
gameFC52: 4367472
gameFC53: 10823653
gameFC54: 3445363545
gameFC55: 81243074
gameFC56: 18201386708
gameFC57: 105554749
gameFC58: 47737789
gameFC59: 65431177
gameFC60: 1073714993
gameFC61: 44252954
gameFC62: 373837580
gameFC63: 575551737
gameFC64: 24641367
gameFC65: 9258326986
gameFC66: 29829226
gameFC67: 33649774
gameFC68: 88905642
gameFC69: 33595287
gameFC70: 912352
gameFC71: 247337206
gameFC72: 1017398
gameFC73: 8016097
gameFC74: 27786453
gameFC75: 1348222
gameFC76: 3402734031
gameFC77: 90493295
gameFC78: 2341770188
gameFC79: 1382172790
gameFC80: 3201824
gameFC81: 230685978
gameFC82: 1145025
gameFC83: 18733033
gameFC84: 263509541
gameFC85: 4604088
gameFC86: 14244522
gameFC87: 2588723
gameFC88: 1156411
gameFC89: 82005214
gameFC90: 1172033005
gameFC91: 8036287
gameFC92: 58713405
gameFC93: 8327577
gameFC94: 46196091
gameFC95: 4695648
gameFC96: 16346571
gameFC97: 3059106
gameFC98: 5570903
gameFC99: 32517
