gameFF50: 83231657
gameFF51: 5355602943
gameFF52: 5841091
gameFF53: 17084820
gameFF54: 607622463
gameFF55: 61075358
gameFF56: 2960425992
gameFF57: 269670750
gameFF58: 45614454
gameFF59: 103775449
gameFF60: 243453148
gameFF61: 43534464
gameFF62: 203540111
gameFF63: 379860776
gameFF64: 64623533
gameFF65: 2218174903
gameFF66: 127835631
gameFF67: 50307383
gameFF68: 393019678
gameFF69: 149095660
gameFF70: 6791767
gameFF71: 208194886
gameFF72: 1145461
gameFF73: 32490495
gameFF74: 101182028
gameFF75: 89629102
gameFF76: 2724960633
gameFF77: 477600571
gameFF78: 2183987393
gameFF79: 3768572928
gameFF80: 11623382
gameFF81: 1000816820
gameFF82: 3833710
gameFF83: 135307691
gameFF84: 390067715
gameFF85: 37017376
gameFF86: 36261188
gameFF87: 47830800
gameFF88: 15901201
gameFF89: 278860057
gameFF90: 372285706
gameFF91: 267916613
gameFF92: 23178462
gameFF93: 884909
gameFF94: 8396192
gameFF95: 3844648
gameFF96: 2561341
gameFF97: 2464243
gameFF98: 170379470
gameFF99: 29968
