gameBC50: 432049628
gameBC51: 1390691304255
gameBC52: 31759256760
gameBC53: 1250130581
gameBC54: 936076899
gameBC55: 473555855
gameBC56: 40025866339
gameBC57: 82283141266
gameBC58: 117268989
gameBC59: 931999027556
gameBC60: 42365624578
gameBC61: 5285317647
gameBC62: 3926319648
gameBC63: 104305639741
gameBC64: 2273256883
gameBC65: 168231655
gameBC66: 186712123976
gameBC67: 7241009440
gameBC68: 1920138129
gameBC69: 25777467477
gameBC70: 63425663264
gameBC71: 177318846128
gameBC72: 25435889851
gameBC73: 98179160130
gameBC74: 1511858257380
gameBC75: 41762007382
gameBC76: 174933092194
gameBC77: 10489005981
gameBC78: 22815225379
gameBC79: 4972731766
gameBC80: 91294572071
gameBC81: 31437199
gameBC82: 515396563433
gameBC83: 70007613
gameBC84: 1748729350
gameBC85: 890874326125
gameBC86: 10206072218
gameBC87: 266906843103
gameBC88: 411505090
gameBC89: 586259777
gameBC90: 81867045
gameBC91: 3123896694
gameBC92: 489678836139
gameBC93: 5032852145
gameBC94: 1386440552
gameBC95: 193571407
gameBC96: 242759516
gameBC97: 474939873
gameBC98: 2201725625
gameBC99: 3466256045
gameFC50: 359314761
gameFC51: 1652568372709
gameFC52: 26328654055
gameFC53: 1464914852
gameFC54: 1004414542
gameFC55: 548672811
gameFC56: 38901098564
gameFC57: 68915806038
gameFC58: 118060900
gameFC59: 750035535216
gameFC60: 45652789473
gameFC61: 5327179993
gameFC62: 3208409358
gameFC63: 70345313764
gameFC64: 2115384491
gameFC65: 157941061
gameFC66: 214524110657
gameFC67: 6771474917
gameFC68: 1392446199
gameFC69: 36687253275
gameFC70: 32719327640
gameFC71: 126134839835
gameFC72: 22393165077
gameFC73: 69582892641
gameFC74: 1744177287448
gameFC75: 33610657880
gameFC76: 116343646107
gameFC77: 10122911425
gameFC78: 18975747008
gameFC79: 3887238563
gameFC80: 48678740579
gameFC81: 19654532
gameFC82: 244699745233
gameFC83: 60638936
gameFC84: 473820288
gameFC85: 306278100156
gameFC86: 570452226
gameFC87: 72532271461
gameFC88: 264380764
gameFC89: 199148034
gameFC90: 36660300
gameFC91: 631957018
gameFC92: 147845267429
gameFC93: 332933949
gameFC94: 296849979
gameFC95: 80996843
gameFC96: 578310
gameFC97: 85946915
gameFC98: 317425944
gameFC99: 192760373
gameFF50: 286705679
gameFF51: 198266794925
gameFF52: 61886729447
gameFF53: 1049896108
gameFF54: 271634563
gameFF55: 588237245
gameFF56: 21387239757
gameFF57: 59875345380
gameFF58: 62665158
gameFF59: 281091568143
gameFF60: 20372101655
gameFF61: 2304864035
gameFF62: 1322849607
gameFF63: 22519312838
gameFF64: 1453584485
gameFF65: 92286556
gameFF66: 144984699747
gameFF67: 1319876840
gameFF68: 161287580
gameFF69: 13141478281
gameFF70: 1690351137
gameFF71: 1966843894
gameFF72: 612115476
gameFF73: 4098959111
gameFF74: 542452884565
gameFF75: 2537312168
gameFF76: 2265835989
gameFF77: 4334224687
gameFF78: 1732154449
gameFF79: 1610266331
gameFF80: 24187437336
gameFF81: 13500529
gameFF82: 5229220555
gameFF83: 33725693
gameFF84: 183473093
gameFF85: 8741192944
gameFF86: 314540868
gameFF87: 5488159578
gameFF88: 9128940
gameFF89: 100992620
gameFF90: 26574839
gameFF91: 263888492
gameFF92: 3984519285
gameFF93: 202404360
gameFF94: 168197173
gameFF95: 25608220
gameFF96: 79604970
gameFF97: 74748705
gameFF98: 774285
gameFF99: 139174275
